tweet_id,rating_numerator,stage,breed,retweet_count,favorite_count
849412302885593088,12,,schipperke,3487,17039
848690551926992896,12,,flat-coated_retriever,4826,27104
848324959059550208,12,,malamute,4037,20229
847842811428974592,12,,Bernese_mountain_dog,1522,5935
847606175596138505,12,,Cardigan,3774,20208
847251039262605312,12,,Airedale,4800,22036
847157206088847362,11,,Staffordshire_bullterrier,6572,21588
847116187444137987,11,,American_Staffordshire_terrier,3583,23108
846874817362120707,13,,Shetland_sheepdog,4404,21685
846514051647705089,13,doggo,golden_retriever,13076,48410
846505985330044928,11,,,3492,15304
846153765933735936,13,,giant_schnauzer,10226,34394
846139713627017216,13,,,10972,33188
846042936437604353,12,,golden_retriever,3224,17256
845812042753855489,13,,Samoyed,9894,31737
845677943972139009,12,,chow,5365,27154
845397057150107648,13,doggo,Dandie_Dinmont,2072,8241
845306882940190720,12,pupper,Irish_water_spaniel,6039,25225
844973813909606400,12,,Labrador_retriever,3617,16361
844704788403113984,13,,Labrador_retriever,11633,42022
844223788422217728,12,,Labrador_retriever,2450,14753
843981021012017153,13,,,3285,16327
843856843873095681,12,,Labrador_retriever,5220,23211
843604394117681152,11,,Labrador_retriever,3081,18310
843235543001513987,13,,Pembroke,6852,23315
842846295480000512,13,,Labrador_retriever,4023,16440
842765311967449089,12,,Labrador_retriever,1439,7321
842535590457499648,13,,Pembroke,3937,19637
842163532590374912,12,,French_bulldog,6568,26569
842115215311396866,12,,chow,3386,15204
841680585030541313,12,,Chihuahua,8748,27854
841439858740625411,14,,Labrador_retriever,4168,13755
841320156043304961,12,,,6080,21402
841314665196081154,13,,Afghan_hound,5312,17305
841077006473256960,12,,Brittany_spaniel,5991,24926
840632337062862849,12,,golden_retriever,1972,9761
840268004936019968,12,,Chesapeake_Bay_retriever,6497,20950
839990271299457024,13,,Staffordshire_bullterrier,2597,14640
839549326359670784,12,,Norwich_terrier,8805,29957
839239871831150596,13,,Leonberg,7422,29684
838952994649550848,13,,,4505,21289
838921590096166913,13,,Border_terrier,2357,12183
838561493054533637,13,,kelpie,1504,11892
838476387338051585,13,,Great_Pyrenees,5484,24664
838083903487373313,13,,chow,3582,19183
837820167694528512,12,pupper,golden_retriever,8952,37277
837471256429613056,12,,Norwegian_elkhound,2631,13967
837366284874571778,13,,American_Staffordshire_terrier,6005,23074
837110210464448512,13,pupper,Siberian_husky,2731,17480
836989968035819520,12,,toy_poodle,2610,13879
836753516572119041,12,doggo,schipperke,5237,21029
836260088725786625,13,,borzoi,4850,23177
836001077879255040,13,,Samoyed,4935,20924
835574547218894849,11,,Staffordshire_bullterrier,4121,19447
835297930240217089,12,,Rottweiler,3381,17847
835264098648616962,12,,Chesapeake_Bay_retriever,1939,8503
835172783151792128,12,,Border_collie,6516,28552
835152434251116546,0,,American_Staffordshire_terrier,3443,24574
834931633769889797,12,,soft-coated_wheaten_terrier,1878,11838
834786237630337024,13,,Border_terrier,6159,22943
834574053763584002,13,doggo,golden_retriever,2882,14993
834458053273591808,12,,Rhodesian_ridgeback,1899,10512
834209720923721728,12,,golden_retriever,5476,22594
834089966724603904,10,doggo,,2427,10971
834086379323871233,12,,Labrador_retriever,2512,14296
833863086058651648,12,,kuvasz,2729,14661
833826103416520705,13,,Chihuahua,3904,16728
833722901757046785,13,,West_Highland_white_terrier,3636,22585
833479644947025920,13,,golden_retriever,2357,16258
833124694597443584,12,pupper,Cardigan,5513,22133
832998151111966721,13,doggo,boxer,2522,14549
832757312314028032,13,,Cardigan,4127,18423
832682457690300417,13,,,3368,13017
832645525019123713,10,,,594,3195
832636094638288896,12,,Eskimo_dog,3220,17379
832397543355072512,12,,Pekinese,2548,13126
832369877331693569,11,,kelpie,3652,18792
832273440279240704,14,doggo,Pembroke,2673,12385
832032802820481025,12,doggo,whippet,4746,13887
831939777352105988,12,doggo,Pomeranian,7031,26404
831911600680497154,14,,bloodhound,7458,30380
831670449226514432,13,,Pembroke,2059,11469
831650051525054464,13,,Eskimo_dog,2243,7908
831552930092285952,13,,Chihuahua,2632,9872
831322785565769729,12,doggo,Old_English_sheepdog,1744,10042
831315979191906304,13,pupper,briard,1264,7117
831309418084069378,12,,Doberman,2786,12819
831262627380748289,12,,cocker_spaniel,2350,13066
830956169170665475,12,,kuvasz,1735,8735
830583320585068544,13,,Labrador_retriever,19297,73397
830097400375152640,13,,toy_poodle,3455,10804
829861396166877184,12,,Border_terrier,2243,13441
829501995190984704,12,,French_bulldog,12224,34913
829449946868879360,11,doggo,Labrador_retriever,2329,11519
829374341691346946,13,doggo,Staffordshire_bullterrier,10706,38074
829141528400556032,12,,golden_retriever,8530,26952
829011960981237760,13,,boxer,18627,58302
828770345708580865,13,,Chesapeake_Bay_retriever,6746,28085
828708714936930305,10,,Mexican_hairless,12882,40241
828650029636317184,14,,golden_retriever,1544,10467
828409743546925057,12,,toy_poodle,1305,6898
828408677031882754,12,,Weimaraner,1477,8398
828381636999917570,14,doggo,Bedlington_terrier,2554,13864
828376505180889089,13,,American_Staffordshire_terrier,1216,8112
828372645993398273,12,,malamute,3344,13756
828361771580813312,12,,,195,2408
828011680017821696,11,,American_Staffordshire_terrier,2451,11411
827933404142436356,12,pupper,German_shepherd,5987,22180
827653905312006145,12,,collie,3433,16983
827600520311402496,13,,Pembroke,1082,8143
827324948884643840,12,,golden_retriever,3510,17523
827199976799354881,13,,Great_Dane,2579,11659
826958653328592898,12,doggo,golden_retriever,5757,23767
826848821049180160,13,doggo,Great_Pyrenees,11878,40325
826598365270007810,13,,French_bulldog,2709,11117
826476773533745153,12,doggo,German_shepherd,4821,20275
826240494070030336,11,,French_bulldog,2965,14614
826204788643753985,13,doggo,Labrador_retriever,1075,5361
826115272272650244,13,,golden_retriever,3599,17299
825829644528148480,12,,Great_Pyrenees,2848,14025
825535076884762624,14,puppo,Rottweiler,19669,56413
825147591692263424,13,,Pekinese,5244,20181
825026590719483904,12,puppo,Eskimo_dog,1483,7020
824775126675836928,12,,Border_terrier,4069,16508
824663926340194305,13,,English_setter,1993,11113
824325613288833024,13,pupper,Pembroke,11848,12999
824025158776213504,14,,,679,5255
823939628516474880,12,,schipperke,3123,11755
823699002998870016,12,,cairn,2772,13826
823581115634085888,11,,German_shepherd,3031,14376
823322678127919110,11,,Chihuahua,4637,17437
822975315408461824,12,,Pembroke,3958,19139
822872901745569793,13,puppo,Lakeland_terrier,48265,132810
822859134160621569,12,,malinois,2622,14576
822610361945911296,12,,cocker_spaniel,3423,16327
822489057087389700,13,,Samoyed,7390,20083
822462944365645825,14,pupper,Pomeranian,17209,31800
822244816520155136,11,,Samoyed,11421,38832
821886076407029760,13,,golden_retriever,2692,12582
821765923262631936,13,doggo,golden_retriever,1899,9317
821522889702862852,13,,Doberman,2030,8871
821407182352777218,14,doggo,Irish_setter,5053,13075
821149554670182400,12,,German_shepherd,2320,9718
821107785811234820,11,doggo,Pomeranian,2487,10645
821044531881721856,12,,Old_English_sheepdog,2636,14021
820749716845686786,13,,golden_retriever,11525,34984
820690176645140481,12,,West_Highland_white_terrier,3716,13518
820314633777061888,14,,Gordon_setter,648,3706
819952236453363712,13,puppo,American_Staffordshire_terrier,1369,5927
819711362133872643,11,,toy_poodle,3604,14916
819588359383371776,13,,Cardigan,2271,10606
819347104292290561,12,,Rottweiler,1383,8008
819238181065359361,10,pupper,,462,2550
819227688460238848,12,,Border_terrier,7733,25652
819004803107983360,14,doggo,standard_poodle,42228,95450
818627210458333184,13,,Labrador_retriever,8564,24597
818614493328580609,12,,Chihuahua,2982,10971
818536468981415936,11,,Welsh_springer_spaniel,2873,12127
818259473185828864,12,,miniature_schnauzer,2621,12197
818145370475810820,11,,golden_retriever,3014,13671
817908911860748288,12,,,906,5356
817827839487737858,13,,cocker_spaniel,31314,57622
817777686764523521,13,pupper,curly-coated_retriever,3084,11901
817536400337801217,12,,pug,3505,13105
817423860136083457,13,,Samoyed,17504,38260
817415592588222464,11,,Doberman,1131,6267
817171292965273600,13,,golden_retriever,2326,9690
817120970343411712,13,,Saluki,3011,13367
817056546584727552,11,,kelpie,1927,9517
816816676327063552,12,,malamute,2361,11071
816697700272001025,12,,Chihuahua,2545,10905
816336735214911488,11,,Labrador_retriever,2269,9564
816091915477250048,12,,Pomeranian,2500,9927
815990720817401858,11,,Chihuahua,1207,5545
815966073409433600,13,pupper,Tibetan_mastiff,9907,25057
815736392542261248,11,,Border_collie,2625,10937
815639385530101762,12,,German_shepherd,1918,9161
814986499976527872,11,pupper,dalmatian,1505,8485
814638523311648768,12,,golden_retriever,3130,12511
814530161257443328,12,,miniature_poodle,2156,9629
814153002265309185,12,,golden_retriever,10080,32000
813910438903693312,11,doggo,Siberian_husky,2194,10342
813812741911748608,14,,French_bulldog,16267,40402
813800681631023104,12,,malamute,2060,9300
813217897535406080,13,,Samoyed,8476,20783
813202720496779264,11,doggo,cocker_spaniel,2090,10192
813187593374461952,13,,golden_retriever,5096,22085
813172488309972993,12,,golden_retriever,2236,10384
813157409116065792,12,,Pembroke,2557,8588
813142292504645637,13,,beagle,2728,9361
813127251579564032,11,doggo,Norwegian_elkhound,3652,13242
813112105746448384,12,,Pembroke,3225,11515
813096984823349248,11,doggo,Great_Dane,4207,11694
813081950185472002,11,,Doberman,3220,10989
813066809284972545,12,,toy_terrier,2276,8865
813051746834595840,13,,golden_retriever,8503,23337
812781120811126785,10,,bull_mastiff,2191,8380
812709060537683968,12,,Irish_setter,1665,7373
812466873996607488,12,,Great_Dane,2231,8900
812372279581671427,13,,golden_retriever,4252,15224
811985624773361665,11,,Staffordshire_bullterrier,1647,8102
811744202451197953,13,,Pekinese,1884,8429
811627233043480576,10,,beagle,3650,14265
811386762094317568,11,pupper,Pembroke,7444,23302
810896069567610880,11,,flat-coated_retriever,2090,10093
810657578271330305,11,,malamute,3057,12192
810284430598270976,13,,malamute,13369,39640
810254108431155201,12,,Staffordshire_bullterrier,3901,16380
809920764300447744,10,,Norwich_terrier,4521,17250
809448704142938112,12,,Greater_Swiss_Mountain_dog,1696,7727
809220051211603969,12,,Pomeranian,6554,22246
809084759137812480,11,,vizsla,4046,14685
808838249661788160,13,,Rottweiler,3536,11271
808733504066486276,12,pupper,toy_poodle,2509,8784
808501579447930884,12,,Airedale,3007,12595
808344865868283904,11,,,24069,47281
808001312164028416,12,,Labrador_retriever,4098,14015
807621403335917568,14,pupper,golden_retriever,4288,16236
807106840509214720,13,,Chihuahua,56625,107015
807010152071229440,12,,golden_retriever,4418,14514
806629075125202948,13,,cocker_spaniel,37911,75639
806576416489959424,13,,,2230,5370
806542213899489280,11,,vizsla,2752,11363
806219024703037440,11,,chow,1388,7145
805932879469572096,12,,Norwegian_elkhound,2209,9178
805826884734976000,12,,Siberian_husky,2132,7335
805520635690676224,13,,malinois,1905,6368
805207613751304193,12,,Pembroke,1972,8680
804738756058218496,12,,Tibetan_mastiff,4480,15326
804475857670639616,13,,,2355,6886
803773340896923648,12,puppo,miniature_pinscher,3220,11203
803638050916102144,13,pupper,Labrador_retriever,4828,12270
803276597545603072,11,,Pembroke,2887,11207
802952499103731712,12,,chow,2336,10085
802600418706604034,11,,,1714,7938
802572683846291456,12,,golden_retriever,2926,9959
802239329049477120,12,puppo,Eskimo_dog,3040,10132
801958328846974976,12,,Staffordshire_bullterrier,1992,8608
801538201127157760,12,,Pembroke,2391,9141
801167903437357056,13,,cocker_spaniel,6961,27386
801115127852503040,12,pupper,dalmatian,2429,8992
800751577355128832,12,,cocker_spaniel,3214,11701
800513324630806528,11,,Pembroke,3495,14685
800388270626521089,12,floofer,golden_retriever,3265,12456
800141422401830912,13,,golden_retriever,2980,17092
799757965289017345,13,doggo,Border_collie,2506,9390
799422933579902976,12,,miniature_pinscher,2213,8965
799297110730567681,11,,malamute,3227,11065
799063482566066176,11,,Norfolk_terrier,2863,9058
798933969379225600,12,,Siberian_husky,5203,14712
798925684722855936,11,,West_Highland_white_terrier,1663,8246
798209839306514432,13,,Pekinese,2954,11548
797971864723324932,12,pupper,American_Staffordshire_terrier,3652,13018
797545162159308800,12,,Pembroke,5656,16198
797236660651966464,12,,collie,7726,22328
796865951799083009,12,,Cardigan,2198,8564
796759840936919040,11,,American_Staffordshire_terrier,3562,13256
796484825502875648,12,doggo,cocker_spaniel,2042,8472
796387464403357696,12,,Pekinese,4861,12334
796149749086875649,11,,golden_retriever,16628,36177
796125600683540480,13,,,2079,5511
796116448414461957,11,,Cardigan,2813,10139
796080075804475393,12,,chow,2703,9469
796031486298386433,13,,golden_retriever,4284,12071
795464331001561088,13,doggo,golden_retriever,27728,55683
795400264262053889,12,,golden_retriever,3323,11270
794926597468000259,12,,toy_poodle,2697,11492
794332329137291264,12,,Samoyed,3088,10686
793962221541933056,12,,Labrador_retriever,5711,18910
793845145112371200,13,,Old_English_sheepdog,2187,10295
793601777308463104,12,,miniature_pinscher,1908,8926
793500921481273345,12,,golden_retriever,2786,11953
793286476301799424,13,,Afghan_hound,10723,27597
793271401113350145,12,,Siberian_husky,2763,9677
793256262322548741,12,,basset,9714,22350
793241302385262592,13,,golden_retriever,3812,11780
793226087023144960,11,,wire-haired_fox_terrier,3338,11001
793210959003287553,10,,French_bulldog,3301,9997
793195938047070209,12,puppo,Labrador_retriever,6547,17063
793180763617361921,11,,Lakeland_terrier,2310,7740
793165685325201412,12,,golden_retriever,3238,10478
793150605191548928,11,,Italian_greyhound,1984,6909
793120401413079041,11,,Labrador_retriever,4551,14202
792883833364439040,12,,standard_poodle,4964,12666
792773781206999040,12,,Yorkshire_terrier,1963,8209
792394556390137856,12,,cocker_spaniel,4998,15128
792050063153438720,11,,komondor,2088,8029
791774931465953280,14,,,21156,37818
791672322847637504,13,,golden_retriever,3661,13129
791406955684368384,12,,Pembroke,4797,14670
791312159183634433,12,,miniature_pinscher,2963,9841
790987426131050500,12,,cocker_spaniel,2483,11089
790946055508652032,12,puppo,golden_retriever,5496,18601
790698755171364864,12,,Bernese_mountain_dog,2203,9158
790581949425475584,11,,malinois,8183,22473
790337589677002753,12,,Pembroke,2167,8740
790277117346975746,11,,Labrador_retriever,3732,14081
789986466051088384,12,,golden_retriever,2704,10369
789903600034189313,13,pupper,,4858,11673
789628658055020548,13,,chow,2080,8448
789599242079838210,12,,Chesapeake_Bay_retriever,2279,7620
789530877013393408,12,,schipperke,3942,13188
789314372632018944,13,,,2666,9615
789268448748703744,10,,malamute,3014,10196
789137962068021249,12,,Chihuahua,3244,10875
788908386943430656,11,,golden_retriever,14409,30653
788765914992902144,12,,cocker_spaniel,12014,30658
788412144018661376,11,,golden_retriever,5990,16060
788178268662984705,13,,Samoyed,2488,8100
788150585577050112,13,,chow,1510,6865
787810552592695296,11,,pug,3540,9717
787717603741622272,13,puppo,German_shepherd,3240,11416
787397959788929025,11,,Chihuahua,3300,12120
787322443945877504,10,,golden_retriever,2032,8726
786963064373534720,12,,golden_retriever,9327,29725
786709082849828864,10,,Pomeranian,7069,20296
786664955043049472,12,,Leonberg,2996,11957
786595970293370880,11,,Pembroke,3601,10497
786363235746385920,13,doggo,golden_retriever,4072,12189
786286427768250368,12,,,3352,8930
786233965241827333,11,,Labrador_retriever,5571,17178
785927819176054784,12,,toy_poodle,3652,12696
785872687017132033,12,,Great_Pyrenees,2130,7489
785533386513321988,11,,miniature_pinscher,2334,10183
785515384317313025,10,,,1477,6800
785264754247995392,12,,chow,1911,8128
785170936622350336,11,,Eskimo_dog,5639,13491
784826020293709826,13,,chow,3712,11310
784517518371221505,11,,malamute,2970,10039
784431430411685888,12,,miniature_poodle,1491,6329
784183165795655680,12,puppo,,9374,22513
784057939640352768,12,,,12953,33505
783821107061198850,12,,Lakeland_terrier,2269,8209
783695101801398276,12,,chow,3737,11650
783466772167098368,11,,Chihuahua,2608,9468
783391753726550016,13,,Norwegian_elkhound,6441,18908
783334639985389568,12,,Cardigan,13616,32651
783085703974514689,11,,Chesapeake_Bay_retriever,2565,9112
782969140009107456,12,,golden_retriever,8521,26949
782747134529531904,11,doggo,golden_retriever,1604,8310
782722598790725632,10,,Irish_setter,6238,19250
782598640137187329,11,,malamute,2184,8694
782305867769217024,12,doggo,briard,6470,18630
781661882474196992,5,,Pembroke,3129,11634
781655249211752448,11,doggo,,1314,4466
781524693396357120,12,,Chesapeake_Bay_retriever,6426,23163
781251288990355457,11,,Mexican_hairless,2458,9428
781163403222056960,10,,Shetland_sheepdog,3168,10895
780858289093574656,10,,Chesapeake_Bay_retriever,2328,8033
780800785462489090,11,,Siberian_husky,1505,6141
780601303617732608,12,,Saint_Bernard,3839,13525
780543529827336192,12,,golden_retriever,2032,7040
780459368902959104,11,,Great_Dane,1224,5892
780192070812196864,11,,vizsla,2589,9712
780074436359819264,10,doggo,,5815,13723
779834332596887552,11,,golden_retriever,8237,21252
779123168116150273,12,,toy_poodle,4207,13206
779056095788752897,13,,Chihuahua,5247,16500
778990705243029504,11,,cocker_spaniel,8437,22342
778764940568104960,13,,,426,955
778748913645780993,11,,Staffordshire_bullterrier,1562,7717
778650543019483137,10,,German_shepherd,1729,6430
778624900596654080,11,,Airedale,1176,5177
778408200802557953,14,,Pembroke,5023,15135
778383385161035776,13,,collie,1271,6515
778286810187399168,11,,Boston_bull,3836,11576
778039087836069888,12,pupper,German_shepherd,3065,9417
778027034220126208,11,pupper,clumber,1885,7320
777684233540206592,12,,cocker_spaniel,3403,12518
777621514455814149,12,,chow,2910,9742
777189768882946048,12,,Chihuahua,4999,15921
776813020089548800,12,,toy_poodle,1405,5444
776477788987613185,11,pupper,Labrador_retriever,3249,9858
776218204058357768,13,floofer,Samoyed,18497,33345
776201521193218049,10,,Rottweiler,2919,10681
776088319444877312,10,,pug,179,2045
775842724423557120,12,,chow,3116,13022
775364825476165632,11,doggo,beagle,3472,8295
775350846108426240,12,,,4532,11309
775085132600442880,13,,chow,5488,17281
774757898236878852,12,,toy_poodle,2035,9462
774639387460112384,10,,Walker_hound,2013,7508
774314403806253056,14,,Eskimo_dog,6478,24167
773985732834758656,11,pupper,pug,4492,11925
773922284943896577,12,,Pomeranian,1999,7110
773704687002451968,12,,silky_terrier,1891,7317
773670353721753600,10,,Old_English_sheepdog,1501,5935
773547596996571136,11,pupper,Norwegian_elkhound,7126,24553
773308824254029826,12,,Labrador_retriever,8640,25846
773247561583001600,10,,miniature_pinscher,3699,10414
773191612633579521,12,,Blenheim_spaniel,4736,11117
772877495989305348,11,,Norwegian_elkhound,4501,9555
772826264096874500,11,,basset,2669,8842
772581559778025472,10,,Newfoundland,1968,7192
772193107915964416,12,pupper,Pembroke,1612,6665
772152991789019136,10,,golden_retriever,1300,4181
772117678702071809,12,,Labrador_retriever,848,4165
772114945936949249,10,,Chihuahua,546,3005
772102971039580160,11,,Pembroke,1065,4448
771908950375665664,13,doggo,,2181,7298
771770456517009408,11,,papillon,3924,13356
771500966810099713,12,,Labrador_retriever,3018,9167
771380798096281600,11,,collie,5912,11746
771136648247640064,11,,golden_retriever,3357,10223
771102124360998913,12,,Labrador_retriever,1663,6898
770787852854652928,10,,Bernese_mountain_dog,1415,5498
770772759874076672,11,,chow,1626,5749
770414278348247044,11,,golden_retriever,2390,6987
770293558247038976,10,,Italian_greyhound,1718,6923
770069151037685760,10,,Boston_bull,2651,8385
769940425801170949,12,,miniature_pinscher,11131,34948
769695466921623552,13,,pug,1926,7101
769212283578875904,12,,golden_retriever,1969,5980
768970937022709760,12,,Pomeranian,7574,16017
768855141948723200,11,,chow,1034,4660
768609597686943744,10,,basenji,1382,4580
768596291618299904,12,,Great_Pyrenees,1473,5592
768473857036525572,11,,Labrador_retriever,3958,15110
767754930266464257,11,,vizsla,6221,17814
767500508068192258,12,,chow,2688,8295
767122157629476866,13,,toy_poodle,3261,11227
766793450729734144,10,,beagle,1565,5650
766693177336135680,11,,Doberman,918,4484
766423258543644672,9,,keeshond,1825,6671
766313316352462849,12,,toy_poodle,2166,7493
766069199026450432,12,,redbone,1003,4765
766008592277377025,11,,Welsh_springer_spaniel,571,4149
765719909049503744,12,,golden_retriever,2475,8021
765669560888528897,12,,beagle,1407,5760
765395769549590528,13,,Pembroke,3127,20539
765371061932261376,11,pupper,golden_retriever,2475,7842
765222098633691136,10,,dalmatian,3914,12902
